A股名称,A股代码,A股查询代码,A股价格,A股涨跌幅,H股代码,H股名称,H股价格,H股涨跌幅,H股溢价率(溢价率=(H股价格*0.8545-A股价格)/A股价格*100%),
青岛啤酒,600600,0600600,49.45,-1.0999999999999999,00168,青岛啤酒股份,48.25,2.6599999999999997,-0.16526036400404
宁沪高速,600377,0600377,10.21,-0.0978,00177,江苏宁沪高速公路,10.82,-0.9159999999999999,-0.093387855044074
一拖股份,601038,0601038,5.84,-1.0169,00038,第一拖拉机股份,2.08,-1.422,-0.69530136986301
马钢股份,600808,0600808,3.98,-1.2407,00323,马鞍山钢铁股份,4.11,0.983,-0.11655653266332
东方航空,600115,0600115,7.28,-6.0645,00670,中国东方航空股份,5.98,0.336,-0.29726785714286
新华制药,000756,1000756,8.61,-0.5773999999999999,00719,山东新华制药股份,4.6,-1.9189999999999998,-0.54293844367015
深高速,600548,0600548,10.64,-0.46769999999999995,00548,深圳高速公路股份,9.81,2.401,-0.21123543233083
郑煤机,601717,0601717,6.44,-1.6794,00564,郑煤机,3.93,-2.481,-0.47793245341615
中远海能,600026,0600026,6.75,-1.7467,01138,中远海能,5.13,1.183,-0.34982
海信家电,000921,1000921,14.95,0.9452999999999999,00921,海信科龙,11.16,0.18,-0.36137926421405
南方航空,600029,0600029,8.47,-4.6171,01055,中国南方航空股份,7.41,-0.269,-0.25156375442739
浙江世宝,002703,1002703,6.56,1.0786,01057,浙江世宝,1.43,0.7040000000000001,-0.81351143292683
华电国际,600027,0600027,4.53,-1.7354,01071,华电国际电力股份,3.57,2.8819999999999997,-0.32579801324503
东方电气,600875,0600875,14.26,2.2222,01072,东方电气,6.73,-4.539,-0.59624719495091
绿色动力,601330,0601330,13.59,0.8160000000000001,01330,绿色动力环保,3.92,0.771,-0.75323325974982
丽珠集团,000513,1000513,33.41,-1.4454,01513,丽珠医药,28.25,-1.051,-0.27662750673451
美凯龙,601828,0601828,12.69,-2.0077000000000003,01528,红星美凯龙,7.61,-0.523,-0.48696966115051
中国中冶,601618,0601618,3.63,-3.4574000000000003,01618,中国中冶,2.3,-0.43299999999999994,-0.4579476584022
晨鸣纸业,000488,1000488,6.39,-2.144,01812,晨鸣纸业,4.29,-1.606,-0.42565023474178
中煤能源,601898,0601898,5.31,-3.4545,01898,中煤能源,3.53,0.857,-0.43127777777778
中远海控,601919,0601919,5.84,-2.8286,01919,中远海控,3.78,1.8870000000000002,-0.44626883561644
金隅集团,601992,0601992,4.16,-2.8037,02009,金隅股份,2.97,-0.6689999999999999,-0.38922235576923
复星医药,600196,0600196,29.15,-1.9179000000000002,02196,复星医药,28.75,-1.541,-0.15623927958834
金风科技,002202,1002202,12.65,-1.8619,02208,金风科技,9.08,-5.219,-0.38593359683794
中国铝业,601600,0601600,4.42,-2.6432,02600,中国铝业,3.35,-0.5930000000000001,-0.35160067873303
上海医药,601607,0601607,20.19,-3.3045999999999998,02607,上海医药,17.32,-1.254,-0.26610896483408
上海电气,601727,0601727,6.61,-2.0741,02727,上海电气,3.15,-0.631,-0.59231089258699
中远海发,601866,0601866,3.25,0,02866,中远海发,1.1,-0.901,-0.71044615384615
大连港,601880,0601880,2.41,-2.4291,02880,大连港,1.06,-0.935,-0.62372199170124
中海油服,601808,0601808,10.88,4.314500000000001,02883,中海油田服务,8.51,1.189,-0.33085431985294
紫金矿业,601899,0601899,3.54,-0.8403,02899,紫金矿业,3.39,-1.166,-0.18075
东方证券,600958,0600958,11.82,-2.3947,03958,东方证券,6.19,-2.057,-0.55198434856176
上海石化,600688,0600688,5.64,1.0753000000000001,00338,上海石油化工股份,3.74,-0.796,-0.43270035460993
招商证券,600999,0600999,18.03,-2.6458,06099,招商证券,11.42,-2.726,-0.45813588463672
拉夏贝尔,603157,0603157,8.71,-2.4636,06116,拉夏贝尔,4.45,0,-0.56291905855339
光大证券,601788,0601788,12.99,-2.5506,06178,光大证券,7.84,-1.01,-0.48367051578137
光大银行,601818,0601818,4.22,-2.3148,06818,中国光大银行,3.87,0.519,-0.21545379146919
长飞光纤,601869,0601869,47.1,-2.6457,06869,长飞光纤光缆,21.7,0.9299999999999999,-0.60585244161359
秦港股份,601326,0601326,4.18,-2.3364,03369,秦港股份,1.78,-0.559,-0.6356961722488
鞍钢股份,000898,1000898,5.67,-1.2195,00347,鞍钢股份,5.75,-0.519,-0.13242945326279
创业环保,600874,0600874,9.7,0.2066,01065,天津创业环保股份,3.33,-0.299,-0.70630773195876
大众公用,600635,0600635,7.11,2.3022,01635,大众公用,3.07,0.327,-0.63060689170183
中国交建,601800,0601800,13.79,-2.5442,01800,中国交通建设,8.05,-0.984,-0.50059644670051
兖州煤业,600188,0600188,11.83,-2.8736,01171,兖州煤业股份,8.79,-0.79,-0.36434108199493
比亚迪,002594,1002594,57.71,-4.0245999999999995,01211,比亚迪股份,57.35,-3.936,-0.14983668341709
中铝国际,601068,0601068,7.88,-2.4752,02068,中铝国际,2.54,-2.308,-0.7242423857868
中信建投,601066,0601066,25.17,4.2668,06066,中信建投证券,6.98,-0.711,-0.76275764799364
福耀玻璃,600660,0600660,26.45,-2.7574,03606,福耀玻璃,30.5,-1.4540000000000002,-0.013506616257089
洛阳钼业,603993,0603993,4.62,-4.7423,03993,洛阳钼业,3.36,-2.041,-0.37781818181818
中国中铁,601390,0601390,7.46,-1.1921,00390,中国中铁,6.4,-2.439,-0.26605898123324
华能国际,600011,0600011,6.62,-1.3413,00902,华能国际电力股份,4.76,0,-0.3848670694864
建设银行,601939,0601939,7.37,-3.2807999999999997,00939,建设银行,7.06,-1.397,-0.18048439620081
中信银行,601998,0601998,6.41,-1.9878,00998,中信银行,5.14,-0.388,-0.3139984399376
广发证券,000776,1000776,16.22,-2.9324,01776,广发证券,11.3,-1.568,-0.40399815043157
中国太保,601601,0601601,37.83,-3.9604,02601,中国太保,33.85,-0.147,-0.23450502246894
中信证券,600030,0600030,23.79,-2.8979999999999997,06030,中信证券,18,-1.099,-0.35271122320303
中国神华,601088,0601088,20.01,-2.3426,01088,中国神华,17.78,-1.55,-0.23984057971014
交通银行,601328,0601328,6.27,-2.3364,03328,交通银行,6.72,0.149,-0.083100478468899
白云山,600332,0600332,40.85,-3.3821999999999997,00874,白云山,37.85,-0.656,-0.20732741738066
石化油服,600871,0600871,3.08,5.479500000000001,01033,中石化油服,1.17,3.54,-0.6750211038961
洛阳玻璃,600876,0600876,14.08,-2.8966,01108,洛阳玻璃股份,2.64,-1.124,-0.83959375
农业银行,601288,0601288,3.78,-1.8182,01288,农业银行,3.66,-1.081,-0.17165873015873
京城股份,600860,0600860,10.07,10.054599999999999,00187,京城机电股份,1.82,1.111,-0.8453813306852
中国中车,601766,0601766,9.26,-1.4893999999999998,01766,中国中车,7.21,-1.097,-0.33389254859611
中原证券,601375,0601375,6.08,-0.9772,01375,中州证券,2.22,-2.2030000000000003,-0.68762993421053
东江环保,002672,1002672,12.7,-2.2325,00895,东江环保,9.51,1.278,-0.35938543307087
中兴通讯,000063,1000063,36.76,0.7399,00763,中兴通讯,26.75,2.099,-0.37745851468988
赣锋锂业,002460,1002460,27.85,-2.3834999999999997,01772,赣锋锂业,14.1,-3.4250000000000003,-0.56687432675045
庄园牧场,002910,1002910,14.56,3.0432,01533,庄园牧场,6.5,0,-0.61808035714286
北辰实业,601588,0601588,3.64,-2.9333,00588,北京北辰实业股份,2.95,0,-0.30666895604396
皖通高速,600012,0600012,7.03,-1.8155999999999999,00995,安徽皖通高速公路,5.33,0.947,-0.35137766714083
中集集团,000039,1000039,15.03,-2.1484,02039,中集集团,10.68,0.376,-0.3920998003992
重庆钢铁,601005,0601005,2.24,-1.7544,01053,重庆钢铁股份,1.41,5.224,-0.46149330357143
潍柴动力,000338,1000338,13.4,-2.7576,02338,潍柴动力,14.32,-1.2409999999999999,-0.085764179104478
长城汽车,601633,0601633,10.17,-3.6019,02333,长城汽车,6.97,-1.9689999999999999,-0.41368387413963
南京熊猫,600775,0600775,17.28,-2.428,00553,南京熊猫电子股份,3.85,0.522,-0.80939380787037
新华文轩,601811,0601811,14.22,1.644,00811,新华文轩,6.14,0.656,-0.63060689170183
大唐发电,601991,0601991,3.49,-1.6901,00991,大唐发电,2.17,0,-0.46807020057307
广汽集团,601238,0601238,13.88,-3.3425999999999996,02238,广汽集团,10.02,-3.6540000000000004,-0.38241282420749
国泰君安,601211,0601211,19.73,-2.3751,02611,国泰君安,16.44,0.244,-0.28715560060821
四川成渝,601107,0601107,4.44,-3.0568,00107,四川成渝高速公路,2.63,-0.755,-0.49325112612613
江西铜业,600362,0600362,16.36,-2.561,00358,江西铜业股份,11.2,-0.5329999999999999,-0.41432762836186
中船防务,600685,0600685,18.67,-4.0596,00317,中船防务,8.99,4.413,-0.58805865024103
招商银行,600036,0600036,34.8,-3.3333000000000004,03968,招商银行,40.55,-1.218,-0.0031458333333332
山东墨龙,002490,1002490,5.39,1.1257,00568,山东墨龙,1.54,-2.532,-0.75557142857143
中联重科,000157,1000157,5.16,-3.0075000000000003,01157,中联重科,4.96,0.609,-0.17765891472868
广深铁路,601333,0601333,3.58,-0.831,00525,广深铁路股份,2.92,-0.34099999999999997,-0.30221787709497
郑州银行,002936,1002936,5.83,-1.8519,06196,郑州银行,3.44,-0.5780000000000001,-0.49521097770154
山东黄金,600547,0600547,30.45,1.8054000000000001,01787,山东黄金,17.34,0.231,-0.51282857142857
药明康德,603259,0603259,91.8,-1.2371999999999999,02359,药明康德,98.95,-1.346,-0.077867919389978
中国国航,601111,0601111,10.4,-5.4545,00753,中国国航,10.04,-1.375,-0.17411346153846
海螺水泥,600585,0600585,40.71,-4.3917,00914,安徽海螺水泥股份,49.75,-1.68,0.045471014492754
中国铁建,601186,0601186,11.76,-1.9183,01186,中国铁建,9.47,-1.865,-0.31108971088435
新华保险,601336,0601336,62,-3.7714999999999996,01336,新华保险,46.2,-0.108,-0.36251451612903
中国人保,601319,0601319,9.48,-1.3528,01339,中国人民保险集团,3.37,-0.59,-0.69588238396624
民生银行,600016,0600016,6.5,-1.9608,01988,民生银行,6.07,-0.8170000000000001,-0.20109461538462
万科A,000002,1000002,29.51,-6.257899999999999,02202,万科企业,32.3,-1.2229999999999999,-0.063617417824466
中国银行,601988,0601988,3.93,-2.4814,03988,中国银行,3.81,-0.262,-0.17062213740458
海通证券,600837,0600837,13.9,-4.2700000000000005,06837,海通证券,10.4,-1.8870000000000002,-0.35991366906475
中国银河,601881,0601881,12.85,-3.1649999999999996,06881,中国银河,5.57,-0.179,-0.62917237354086
华泰证券,601688,0601688,21.3,-2.8285,06886,HTSC,15.58,-1.392,-0.37423990610329
中国石化,600028,0600028,5.93,1.0221,00386,中国石油化工股份,6.11,-0.812,-0.11853204047218
中国石油,601857,0601857,7.73,0.9138000000000001,00857,中国石油股份,5.04,-0.395,-0.44220957309185
工商银行,601398,0601398,5.83,-2.5084,01398,工商银行,6,-0.9900000000000001,-0.11955403087479
中国平安,601318,0601318,84.96,-2.3448,02318,中国平安,94.5,0.053,-0.0484375
中国人寿,601628,0601628,29.88,-4.7801,02628,中国人寿,21.9,-0.22799999999999998,-0.37297690763052
青岛银行,002948,1002948,7.33,-1.6107,03866,青岛银行,7.15,3.6229999999999998,-0.16550818553888
中国外运,601598,0601598,5.89,-1.8333,00598,中国外运,3.36,-4.545,-0.51197283531409
青岛港,601298,0601298,10.61,-2.5711999999999997,06198,青岛港,5.48,-0.364,-0.55813949104618
福莱特,601865,0601865,13.98,9.992099999999999,06865,福莱特玻璃,4.07,1.244,-0.75093812589413
