股票名称, 股票滞后天数, 股票总滞后幅,
GQY视讯_1300076.csv,2,5.8513,
S佳通_0600182.csv,1,0.2570000000000001,
TCL集团_1000100.csv,2,1.5874000000000001,
一心堂_1002727.csv,2,1.6253000000000002,
一汽富维_0600742.csv,2,1.8126,
一汽轿车_1000800.csv,2,5.992900000000001,
七彩化学_1300758.csv,3,8.447500000000002,
万业企业_0600641.csv,4,2.0982999999999996,
万丰奥威_1002085.csv,2,1.9506999999999999,
万华化学_0600309.csv,3,4.6545,
万向德农_0600371.csv,2,3.7291999999999996,
万和电气_1002543.csv,4,2.4668,
万家乐_1000533.csv,3,18.3249,
万年青_1000789.csv,1,3.6293,
万泽股份_1000534.csv,1,2.1099,
万达电影_1002739.csv,1,6.465400000000001,
万通地产_0600246.csv,3,10.379000000000001,
万邦达_1300055.csv,2,5.0275,
万里马_1300591.csv,2,5.0931999999999995,
万隆光电_1300710.csv,2,15.496300000000002,
万顺股份_1300057.csv,2,1.6596999999999997,
万马股份_1002276.csv,2,2.5912000000000006,
三七互娱_1002555.csv,1,4.1373999999999995,
三元股份_0600429.csv,1,1.5046000000000002,
三全食品_1002216.csv,1,0.34509999999999996,
三六零_0601360.csv,2,1.9516999999999995,
三利谱_1002876.csv,2,4.9746,
三力士_1002224.csv,5,5.0764,
三变科技_1002112.csv,2,4.5277,
三峡新材_0600293.csv,2,3.5889,
三峡水利_0600116.csv,5,4.059099999999999,
三川智慧_1300066.csv,4,2.1803000000000003,
三星医疗_0601567.csv,2,0.8293999999999999,
三毛B股_0900922.csv,1,0.21799999999999997,
三毛派神_1000779.csv,1,2.4503,
三湘印象_1000863.csv,1,0.41859999999999986,
三爱富_0600636.csv,2,13.686599999999999,
三环集团_1300408.csv,1,0.6896,
三盛教育_1300282.csv,1,1.0638999999999998,
三维工程_1002469.csv,2,5.7147,
三维股份_0603033.csv,2,1.0791,
三聚环保_1300072.csv,2,7.110100000000001,
三钢闽光_1002110.csv,1,1.9127,
三雄极光_1300625.csv,2,3.2257000000000002,
上工申贝_0600843.csv,2,5.153,
上机数控_0603185.csv,1,7.3392,
上柴股份_0600841.csv,2,4.086399999999999,
上汽集团_0600104.csv,3,3.0130000000000003,
上海三毛_0600689.csv,1,3.7692999999999994,
上海临港_0600848.csv,3,8.488900000000001,
上海亚虹_0603159.csv,2,3.3271000000000006,
上海医药_0601607.csv,2,1.9134,
上海建工_0600170.csv,1,0.4192,
上海新阳_1300236.csv,1,3.7922,
上海机场_0600009.csv,1,2.2643000000000004,
上海梅林_0600073.csv,2,7.4239,
上海物贸_0600822.csv,3,4.268999999999999,
上海电力_0600021.csv,2,1.7985,
上海电气_0601727.csv,2,4.773,
上海石化_0600688.csv,3,3.3652999999999995,
上海钢联_1300226.csv,1,2.6635,
上海银行_0601229.csv,1,0.8819000000000001,
上港集团_0600018.csv,3,8.7126,
世嘉科技_1002796.csv,1,0.42310000000000003,
世纪天鸿_1300654.csv,2,7.144400000000001,
世联行_1002285.csv,9,10.055399999999999,
东信和平_1002017.csv,1,5.140000000000001,
东北制药_1000597.csv,1,1.7348,
东安动力_0600178.csv,2,5.2650999999999994,
东宏股份_0603856.csv,2,2.8769,
东山精密_1002384.csv,3,8.578100000000001,
东方嘉盛_1002889.csv,3,6.8261,
东方时尚_0603377.csv,1,4.4777,
东方明珠_0600637.csv,3,3.3487,
东方电子_1000682.csv,2,6.0233,
东方精工_1002611.csv,1,2.7524,
东方航空_0600115.csv,2,3.2683,
东方通信_0600776.csv,2,2.3774999999999995,
东方金钰_0600086.csv,2,4.3672,
东方钽业_1000962.csv,2,9.226700000000001,
东方锆业_1002167.csv,2,4.9103,
东方集团_0600811.csv,2,1.1262999999999996,
东旭B_1200413.csv,2,1.7938999999999998,
东旭光电_1000413.csv,2,5.9757,
东旭蓝天_1000040.csv,3,5.158200000000001,
东材科技_0601208.csv,2,4.789899999999999,
东杰智能_1300486.csv,2,2.9232000000000005,
东江环保_1002672.csv,1,0.25239999999999996,
东湖高新_0600133.csv,2,6.0335,
东莞控股_1000828.csv,1,1.2149,
东阳光科_0600673.csv,1,0.5095000000000001,
东阿阿胶_1000423.csv,1,1.8576000000000001,
东风科技_0600081.csv,2,4.0172,
东风股份_0601515.csv,2,6.496600000000001,
中亚股份_1300512.csv,2,4.431700000000001,
中京电子_1002579.csv,4,11.417000000000002,
中信国安_1000839.csv,3,2.9985,
中信重工_0601608.csv,3,4.670400000000001,
中元股份_1300018.csv,1,0.31020000000000003,
中光防雷_1300414.csv,2,1.9564000000000004,
中关村_1000931.csv,3,6.1516,
中农立华_0603970.csv,2,0.6333,
中利集团_1002309.csv,4,12.911100000000001,
中化国际_0600500.csv,5,3.0189000000000004,
中化岩土_1002542.csv,4,3.5797999999999996,
中原传媒_1000719.csv,1,0.49309999999999987,
中原环保_1000544.csv,2,4.1905,
中原高速_0600020.csv,3,8.309,
中嘉博创_1000889.csv,1,3.1851,
中国一重_0601106.csv,4,7.6373999999999995,
中国中冶_0601618.csv,2,2.9364999999999997,
中国中铁_0601390.csv,2,1.1918999999999997,
中国交建_0601800.csv,2,3.7190000000000003,
中国人保_0601319.csv,1,1.8739000000000001,
中国动力_0600482.csv,2,3.9702,
中国化学_0601117.csv,2,1.0307999999999997,
中国医药_0600056.csv,2,2.4062,
中国南车_0601766.csv,2,1.2669999999999997,
中国国旅_0601888.csv,1,1.3485000000000003,
中国国航_0601111.csv,2,0.8800999999999999,
中国外运_0601598.csv,1,1.2580000000000002,
中国天楹_1000035.csv,2,3.3327999999999998,
中国太保_0601601.csv,1,0.4052,
中国应急_1300527.csv,2,3.1471000000000005,
中国建筑_0601668.csv,2,1.1140999999999999,
中国核电_0601985.csv,1,0.9650000000000001,
中国武夷_1000797.csv,7,8.4887,
中国汽研_0601965.csv,2,4.245399999999999,
中国海诚_1002116.csv,2,8.7868,
中国海防_0600764.csv,4,7.620799999999999,
中国电建_0601669.csv,6,5.3833,
中国石化_0600028.csv,1,0.023500000000000076,
中国石油_0601857.csv,1,0.00029999999999996696,
中国联通_0600050.csv,2,1.9289,
中国软件_0600536.csv,2,1.8319999999999996,
中国重工_0601989.csv,6,10.2924,
中国铁建_0601186.csv,2,2.8895,
中国铝业_0601600.csv,5,2.8865000000000003,
中坚科技_1002779.csv,2,4.7583,
中天科技_0600522.csv,2,2.5786999999999995,
中天能源_0600856.csv,5,17.8831,
中天金融_1000540.csv,3,6.010400000000001,
中孚实业_0600595.csv,4,13.9454,
中宠股份_1002891.csv,6,5.021000000000001,
中山金马_1300756.csv,1,4.564500000000001,
中广天择_0603721.csv,3,2.7321,
中广核技_1000881.csv,2,3.5433000000000003,
中房股份_0600890.csv,1,0.8934,
中捷资源_1002021.csv,4,21.5839,
中新科技_0603996.csv,2,4.6669,
中曼石油_0603619.csv,2,7.741399999999999,
中材科技_1002080.csv,2,5.360200000000001,
中核钛白_1002145.csv,3,5.2568,
中欣氟材_1002915.csv,2,4.8892,
中水渔业_1000798.csv,1,7.966200000000001,
中油工程_0600339.csv,4,3.0718999999999994,
中泰化学_1002092.csv,2,6.533700000000001,
中泰股份_1300435.csv,2,5.1867,
中洲控股_1000042.csv,3,3.0010000000000003,
中海油服_0601808.csv,4,4.180400000000001,
中源家居_0603709.csv,1,0.6993,
中煤能源_0601898.csv,2,0.9267000000000001,
中牧股份_0600195.csv,1,1.8386000000000002,
中环环保_1300692.csv,2,4.2942,
中珠医疗_0600568.csv,2,1.9713999999999998,
中直股份_0600038.csv,1,0.48650000000000015,
中矿资源_1002738.csv,1,2.3496,
中粮地产_1000031.csv,3,2.2225,
中联重科_1000157.csv,3,2.1224,
中航投资_0600705.csv,2,3.5626,
中航沈飞_0600760.csv,4,5.149699999999999,
中航电子_0600372.csv,2,1.2013,
中航重机_0600765.csv,4,5.689299999999999,
中船科技_0600072.csv,6,22.4628,
中船防务_0600685.csv,6,19.9536,
中衡设计_0603017.csv,1,2.2226,
中装建设_1002822.csv,2,1.6244,
中设股份_1002883.csv,2,1.5843000000000003,
中超控股_1002471.csv,2,4.973599999999999,
中远海发_0601866.csv,2,3.4099000000000004,
中远海控_0601919.csv,2,2.7086,
中通客车_1000957.csv,2,7.730600000000001,
中钨高新_1000657.csv,3,3.2135000000000007,
中铁工业_0600528.csv,2,3.8795,
中铝国际_0601068.csv,2,3.6002,
中闽能源_0600163.csv,2,3.2928999999999995,
中青旅_0600138.csv,2,6.3896,
中飞股份_1300489.csv,2,4.4545,
中鼎股份_1000887.csv,1,1.0573000000000001,
丰原药业_1000153.csv,2,2.8336,
丰林集团_0601996.csv,4,4.930400000000001,
丹化科技_0600844.csv,3,14.595299999999998,
丹邦科技_1002618.csv,2,5.1608,
丽江旅游_1002033.csv,4,4.3986,
丽鹏股份_1002374.csv,1,1.8780000000000001,
久立特材_1002318.csv,2,2.1643999999999997,
久联发展_1002037.csv,4,6.2978000000000005,
久远银海_1002777.csv,1,1.8359999999999999,
乐凯胶片_0600135.csv,2,6.52,
乐心医疗_1300562.csv,2,3.2747,
九典制药_1300705.csv,2,3.7914,
九鼎新材_1002201.csv,4,4.0615000000000006,
乾景园林_0603778.csv,2,3.3077999999999994,
云内动力_1000903.csv,2,4.0112000000000005,
云南旅游_1002059.csv,4,10.624,
云南白药_1000538.csv,1,2.2883,
云南锗业_1002428.csv,1,8.5845,
云图控股_1002539.csv,1,7.349500000000001,
云意电气_1300304.csv,2,2.8506000000000005,
云投生态_1002200.csv,1,2.3755,
云海金属_1002182.csv,3,12.586300000000001,
云铝股份_1000807.csv,1,4.0868,
五洋停车_1300420.csv,1,4.2035,
五矿稀土_1000831.csv,1,3.2388999999999997,
五矿资本_0600390.csv,1,0.9178,
亚光科技_1300123.csv,2,2.4793,
亚厦股份_1002375.csv,7,5.999,
亚太实业_1000691.csv,4,7.134500000000001,
亚太药业_1002370.csv,2,4.170999999999999,
亚宝药业_0600351.csv,2,4.345599999999999,
亚振家居_0603389.csv,3,9.9866,
亚星化学_0600319.csv,2,8.853,
亚星锚链_0601890.csv,6,20.1194,
亚玛顿_1002623.csv,3,7.1690000000000005,
亚盛集团_0600108.csv,2,3.3872,
京东方A_1000725.csv,2,1.9486,
京城股份_0600860.csv,2,16.369999999999997,
京威股份_1002662.csv,2,7.6903,
京山轻机_1000821.csv,3,5.421100000000001,
京泉华_1002885.csv,2,2.2595000000000005,
京粮控股_1000505.csv,1,2.4067,
京运通_0601908.csv,2,12.4727,
人人乐_1002336.csv,1,0.14060000000000006,
人民同泰_0600829.csv,2,7.5009,
人民网_0603000.csv,3,5.4568,
人福医药_0600079.csv,5,6.9616,
亿帆医药_1002019.csv,1,1.1993999999999998,
亿晶光电_0600537.csv,4,5.5957,
仁智股份_1002629.csv,2,11.835700000000001,
今创集团_0603680.csv,1,1.5292000000000001,
今天国际_1300532.csv,3,1.6683,
仙坛股份_1002746.csv,1,6.235799999999999,
仙鹤股份_0603733.csv,2,3.3423,
仟源医药_1300254.csv,2,15.084700000000002,
以岭药业_1002603.csv,4,3.6700000000000004,
伊利股份_0600887.csv,1,0.27970000000000006,
伊力特_0600197.csv,3,9.3408,
伊戈尔_1002922.csv,3,3.4934000000000003,
众业达_1002441.csv,1,1.5844,
众应互联_1002464.csv,2,5.1528,
众泰汽车_1000980.csv,2,5.1308,
众源新材_0603527.csv,2,6.8474,
优德精密_1300549.csv,2,4.0025,
会稽山_0601579.csv,3,3.1553,
伟星股份_1002003.csv,1,0.31369999999999987,
伟隆股份_1002871.csv,1,4.1465,
伯特利_0603596.csv,3,7.9665,
佛塑科技_1000973.csv,2,7.803599999999999,
佛慈制药_1002644.csv,1,1.2172999999999998,
佛燃股份_1002911.csv,1,7.442,
佩蒂股份_1300673.csv,2,1.5037000000000003,
佳云科技_1300242.csv,3,2.3702000000000005,
佳力图_0603912.csv,2,3.8129,
佳沃股份_1300268.csv,1,2.8364999999999996,
佳隆股份_1002495.csv,4,3.7651000000000003,
保变电气_0600550.csv,2,3.8290999999999995,
保隆科技_0603197.csv,5,8.398799999999998,
信捷电气_0603416.csv,4,1.8332999999999995,
信隆健康_1002105.csv,2,4.825900000000001,
信雅达_0600571.csv,2,6.2934,
健友股份_0603707.csv,1,5.6602,
健民集团_0600976.csv,1,4.5858,
健盛集团_0603558.csv,2,5.6974,
傲农生物_0603363.csv,2,6.523899999999999,
元力股份_1300174.csv,1,1.8676,
元成股份_0603388.csv,2,6.442399999999999,
元隆雅图_1002878.csv,2,1.6185999999999998,
兆新股份_1002256.csv,2,3.2239000000000004,
兆易创新_0603986.csv,2,4.4554,
兆驰股份_1002429.csv,2,0.8246,
先导智能_1300450.csv,1,6.367699999999999,
先达股份_0603086.csv,1,7.028499999999999,
先锋新材_1300163.csv,3,5.390700000000001,
光华科技_1002741.csv,3,5.5586,
光大银行_0601818.csv,1,1.1885000000000001,
光弘科技_1300735.csv,2,7.977500000000001,
光明乳业_0600597.csv,1,3.5771999999999995,
光洋股份_1002708.csv,1,8.0121,
光迅科技_1002281.csv,2,2.0911,
克来机电_0603960.csv,1,0.9951999999999999,
兔宝宝_1002043.csv,5,5.1389,
全新好_1000007.csv,4,11.238000000000001,
全柴动力_0600218.csv,2,12.488299999999999,
全通教育_1300359.csv,2,3.3245000000000005,
八一钢铁_0600581.csv,6,13.030899999999999,
八菱科技_1002592.csv,5,41.0873,
兰州黄河_1000929.csv,1,1.1762000000000001,
兰花科创_0600123.csv,2,2.0328,
兴业股份_0603928.csv,2,2.957299999999999,
兴业银行_0601166.csv,1,0.36030000000000006,
兴化股份_1002109.csv,2,8.5249,
兴民智通_1002355.csv,1,4.8698,
兴源环境_1300266.csv,3,18.8678,
兴瑞科技_1002937.csv,1,8.7081,
冀凯股份_1002691.csv,3,14.234000000000002,
再升科技_0603601.csv,2,2.5432999999999995,
农产品_1000061.csv,1,1.7052,
农发种业_0600313.csv,1,3.4531,
冠农股份_0600251.csv,2,4.3201,
冠城大通_0600067.csv,2,1.9641,
冠昊生物_1300238.csv,1,8.7382,
冰轮环境_1000811.csv,3,10.4992,
凌钢股份_0600231.csv,2,2.1580000000000004,
凌霄泵业_1002884.csv,1,2.4028,
凤凰传媒_0601928.csv,4,2.6143,
凤凰股份_0600716.csv,2,6.1761,
凤竹纺织_0600493.csv,2,2.1015999999999995,
凯中精密_1002823.csv,2,3.6858000000000004,
凯众股份_0603037.csv,4,6.6394,
凯发电气_1300407.csv,5,6.9521999999999995,
凯恩股份_1002012.csv,2,7.046100000000001,
凯撒旅游_1000796.csv,2,2.3228,
凯盛科技_0600552.csv,2,7.8592,
凯美特气_1002549.csv,2,2.5465,
凯马B_0900953.csv,1,0.6663000000000001,
凯龙股份_1002783.csv,4,27.336100000000002,
分众传媒_1002027.csv,3,10.3647,
刚泰控股_0600687.csv,1,3.7401999999999997,
创源文化_1300703.csv,1,2.3129,
创维数字_1000810.csv,2,4.0303,
利君股份_1002651.csv,4,8.213,
利尔化学_1002258.csv,8,11.027,
利民股份_1002734.csv,1,4.4268,
利源精制_1002501.csv,5,15.898,
利群股份_0601366.csv,2,1.7451,
利达光电_1002189.csv,1,0.8460999999999999,
利通电子_0603629.csv,2,4.0386999999999995,
力星股份_1300421.csv,1,7.267900000000001,
力生制药_1002393.csv,4,4.1666,
加加食品_1002650.csv,6,8.8058,
动力源_0600405.csv,2,5.5763,
劲嘉股份_1002191.csv,2,2.318,
勘设股份_0603458.csv,1,3.1146000000000003,
勤上股份_1002638.csv,2,6.0493,
包钢股份_0600010.csv,1,1.6109000000000002,
北京文化_1000802.csv,2,0.9874000000000003,
北京科锐_1002350.csv,4,4.3153,
北大医药_1000788.csv,4,6.487199999999999,
北大荒_0600598.csv,2,1.4302999999999997,
北巴传媒_0600386.csv,4,5.4463,
北新路桥_1002307.csv,6,16.8044,
北方国际_1000065.csv,5,15.445800000000002,
北方稀土_0600111.csv,1,4.6388,
北汽蓝谷_0600733.csv,2,11.0837,
北特科技_0603009.csv,2,5.305,
北玻股份_1002613.csv,4,10.511700000000001,
北部湾港_1000582.csv,2,4.629900000000001,
千金药业_0600479.csv,2,1.2775999999999998,
华业资本_0600240.csv,2,9.939499999999999,
华东医药_1000963.csv,1,1.5968999999999998,
华东重机_1002685.csv,2,2.1108000000000002,
华仪电气_0600290.csv,2,5.3248999999999995,
华体科技_0603679.csv,2,1.1516,
华侨城A_1000069.csv,1,0.10719999999999996,
华信新材_1300717.csv,2,2.7169000000000003,
华光股份_0600475.csv,2,2.1856,
华兰生物_1002007.csv,1,2.8973,
华凯创意_1300592.csv,5,3.5985000000000005,
华力创通_1300045.csv,2,1.4299,
华北制药_0600812.csv,2,3.6716999999999995,
华友钴业_0603799.csv,2,4.5595,
华发股份_0600325.csv,1,0.3295000000000001,
华域汽车_0600741.csv,2,5.140499999999999,
华培动力_0603121.csv,1,4.4235999999999995,
华塑控股_1000509.csv,1,6.392099999999999,
华夏幸福_0600340.csv,1,0.8518999999999999,
华夏航空_1002928.csv,1,0.3013999999999999,
华夏银行_0600015.csv,1,0.3588,
华大基因_1300676.csv,2,2.2933999999999997,
华天酒店_1000428.csv,4,6.063799999999999,
华孚时尚_1002042.csv,1,1.2306,
华宝股份_1300741.csv,1,0.9392,
华峰氨纶_1002064.csv,4,4.149400000000001,
华峰超纤_1300180.csv,4,3.8515,
华帝股份_1002035.csv,5,9.3738,
华懋科技_0603306.csv,1,1.7118,
华扬联众_0603825.csv,4,3.0261,
华控赛格_1000068.csv,3,18.6283,
华数传媒_1000156.csv,1,1.1966,
华斯股份_1002494.csv,4,6.5616,
华昌化工_1002274.csv,2,13.233800000000002,
华昌达_1300278.csv,2,6.654,
华映科技_1000536.csv,2,6.1763,
华林证券_1002945.csv,3,10.816099999999999,
华森制药_1002907.csv,1,2.0275,
华正新材_0603186.csv,4,3.3411,
华海药业_0600521.csv,3,5.5973999999999995,
华瑞股份_1300626.csv,2,2.9673000000000003,
华电国际_0600027.csv,1,4.0651,
华电能源_0600726.csv,2,3.1814999999999998,
华电重工_0601226.csv,4,8.2455,
华纺股份_0600448.csv,1,1.7312999999999998,
华统股份_1002840.csv,2,10.1094,
华联控股_1000036.csv,1,1.4545,
华联股份_1000882.csv,2,2.6166,
华能国际_0600011.csv,1,1.6504999999999999,
华自科技_1300490.csv,1,3.6620000000000004,
华英农业_1002321.csv,1,7.0626,
华菱星马_0600375.csv,2,3.8088999999999995,
华菱精工_0603356.csv,2,1.8901999999999999,
华菱钢铁_1000932.csv,6,6.35,
华西股份_1000936.csv,3,6.244100000000001,
华讯方舟_1000687.csv,7,12.164700000000003,
华谊嘉信_1300071.csv,8,13.6453,
华谊集团_0600623.csv,4,6.1342,
华贸物流_0603128.csv,1,1.0113,
华达科技_0603358.csv,2,6.7157,
华通医药_1002758.csv,1,6.211399999999999,
华金资本_1000532.csv,2,6.0525,
华鑫股份_0600621.csv,3,3.9004,
华铁股份_1000976.csv,4,6.3541,
华铭智能_1300462.csv,2,4.8458000000000006,
华锋股份_1002806.csv,2,5.2456000000000005,
华锦股份_1000059.csv,2,5.175000000000001,
华闻传媒_1000793.csv,4,7.0481,
华阳集团_1002906.csv,2,2.6039999999999996,
华鲁恒升_0600426.csv,2,2.0421000000000005,
华鼎股份_0601113.csv,4,5.6907,
南京公用_1000421.csv,4,4.8119,
南京化纤_0600889.csv,3,3.896499999999999,
南京医药_0600713.csv,4,2.1304,
南京港_1002040.csv,1,3.4064,
南京证券_0601990.csv,1,2.2052000000000005,
南京银行_0601009.csv,2,2.0843,
南京高科_0600064.csv,3,4.8741,
南华生物_1000504.csv,3,9.9921,
南国置业_1002305.csv,2,3.7121999999999997,
南威软件_0603636.csv,2,5.739299999999999,
南宁糖业_1000911.csv,2,3.1488,
南山铝业_0600219.csv,5,3.1023999999999994,
南岭民爆_1002096.csv,3,8.4574,
南方传媒_0601900.csv,2,2.7698,
南方航空_0600029.csv,1,0.7531000000000001,
南方轴承_1002553.csv,1,6.1906,
南极电商_1002127.csv,1,2.2289,
南洋股份_1002212.csv,2,1.4005,
南玻A_1000012.csv,2,2.7405,
南玻B_1200012.csv,1,1.1848999999999998,
南纺股份_0600250.csv,3,3.1596,
南都电源_1300068.csv,2,7.019300000000001,
博世科_1300422.csv,2,5.5516,
博信股份_0600083.csv,1,0.5133000000000001,
博士眼镜_1300622.csv,1,4.355600000000001,
博天环境_0603603.csv,2,4.4616999999999996,
博敏电子_0603936.csv,2,6.194599999999999,
博晖创新_1300318.csv,2,1.0604,
博汇纸业_0600966.csv,2,4.6045,
博腾股份_1300363.csv,2,7.1218,
博通股份_0600455.csv,1,0.1302000000000001,
博闻科技_0600883.csv,6,7.026199999999999,
卧龙地产_0600173.csv,3,5.1657,
厚普股份_1300471.csv,2,10.0679,
原尚股份_0603813.csv,1,3.0252,
厦工股份_0600815.csv,6,16.963099999999997,
厦门国贸_0600755.csv,4,3.4986999999999995,
厦门港务_1000905.csv,3,8.485299999999999,
厦门象屿_0600057.csv,3,2.2361999999999997,
厦门钨业_0600549.csv,5,4.7059999999999995,
友阿股份_1002277.csv,4,4.385400000000001,
双塔食品_1002481.csv,5,12.840800000000002,
双成药业_1002693.csv,2,3.8849000000000005,
双林股份_1300100.csv,4,5.4952000000000005,
双汇发展_1000895.csv,1,1.9339,
双环传动_1002472.csv,7,4.5534,
双箭股份_1002381.csv,2,2.5154,
双良节能_0600481.csv,2,4.276199999999999,
双象股份_1002395.csv,1,3.4530999999999996,
双鹭药业_1002038.csv,4,5.6503,
台华新材_0603055.csv,2,4.1804,
台海核电_1002366.csv,2,3.2133,
史丹利_1002588.csv,4,5.5029,
司尔特_1002538.csv,2,2.0547999999999997,
合众思壮_1002383.csv,4,6.8976,
合兴包装_1002228.csv,6,11.4863,
合力泰_1002217.csv,2,3.2088,
合力科技_0603917.csv,2,3.1128,
合盛硅业_0603260.csv,4,4.417,
合诚股份_0603909.csv,4,4.7661,
合金投资_1000633.csv,2,2.4096,
吉林化纤_1000420.csv,4,4.2675,
吉林森工_0600189.csv,2,4.0634,
吉林高速_0601518.csv,2,2.4002999999999997,
吉电股份_1000875.csv,2,3.1516,
吉翔股份_0603399.csv,1,1.2943,
吉艾科技_1300309.csv,2,7.066700000000001,
吉药控股_1300108.csv,1,3.5436,
吉视传媒_0601929.csv,3,4.911099999999999,
吉鑫科技_0601218.csv,2,3.2392000000000003,
同为股份_1002835.csv,1,2.9038,
同仁堂_0600085.csv,1,1.6826,
同兴达_1002845.csv,3,5.246,
同和药业_1300636.csv,4,4.8679,
同大股份_1300321.csv,2,1.2669,
同济堂_0600090.csv,2,1.4313999999999998,
同济科技_0600846.csv,2,8.6206,
同益股份_1300538.csv,1,1.4545,
同花顺_1300033.csv,1,5.7989,
名家汇_1300506.csv,1,4.656000000000001,
向日葵_1300111.csv,2,3.8149,
君正集团_0601216.csv,2,1.3956,
启明星辰_1002439.csv,1,0.5836999999999999,
启迪桑德_1000826.csv,2,1.3355000000000001,
周大生_1002867.csv,1,0.9954999999999998,
和晶科技_1300279.csv,1,6.661300000000001,
和胜股份_1002824.csv,2,2.8292,
哈尔斯_1002615.csv,4,3.8381,
哈药股份_0600664.csv,2,5.8095,
哈高科_0600095.csv,2,5.8128,
唐人神_1002567.csv,1,3.7457999999999996,
商业城_0600306.csv,2,6.754899999999999,
喜临门_0603008.csv,2,5.6402,
嘉事堂_1002462.csv,1,1.5455999999999999,
嘉化能源_0600273.csv,2,9.0276,
嘉应制药_1002198.csv,2,8.3531,
嘉欣丝绸_1002404.csv,1,2.2457,
嘉泽新能_0601619.csv,2,4.728,
嘉澳环保_0603822.csv,2,4.5322,
嘉诚国际_0603535.csv,4,3.2256999999999993,
四川路桥_0600039.csv,2,1.9137999999999997,
四川金顶_0600678.csv,2,5.9026000000000005,
四方科技_0603339.csv,2,1.5686999999999995,
四方达_1300179.csv,2,7.6439,
四环生物_1000518.csv,3,9.1308,
四通新材_1300428.csv,2,2.0864,
园城黄金_0600766.csv,1,4.1952,
围海股份_1002586.csv,4,6.392199999999999,
国中水务_0600187.csv,2,3.4474,
国信证券_1002736.csv,2,1.1985000000000001,
国光电器_1002045.csv,3,13.0148,
国光股份_1002749.csv,1,0.3547,
国恩股份_1002768.csv,2,2.0210000000000004,
国投电力_0600886.csv,1,0.5071000000000001,
国新健康_1000503.csv,2,4.5397,
国新能源_0600617.csv,2,7.4049000000000005,
国旅联合_0600358.csv,4,9.4307,
国星光电_1002449.csv,1,0.5806,
国机汽车_0600335.csv,2,3.3602,
国机通用_0600444.csv,2,5.0097,
国检集团_0603060.csv,2,2.9139,
国民技术_1300077.csv,4,6.886100000000001,
国泰集团_0603977.csv,3,2.6504,
国电南瑞_0600406.csv,1,4.765,
国电南自_0600268.csv,1,8.5983,
国电电力_0600795.csv,1,1.0324000000000002,
国祯环保_1300388.csv,2,4.2432,
国立科技_1300716.csv,2,1.8516999999999997,
国美通讯_0600898.csv,3,5.4677999999999995,
国联水产_1300094.csv,1,5.3253,
国脉科技_1002093.csv,2,9.566400000000002,
国芳集团_0601086.csv,2,3.2070000000000003,
国药股份_0600511.csv,4,5.5123999999999995,
