股票名称,最低价天数,收盘价天数,
冰川网络_1300533.csv,38,0,
冰轮环境_1000811.csv,12,12,
凌云B股_0900957.csv,41,29,
凌云股份_0600480.csv,29,29,
凌钢股份_0600231.csv,42,33,
凌霄泵业_1002884.csv,27,27,
凤凰B股_0900916.csv,29,29,
凤凰传媒_0601928.csv,53,33,
凤凰光学_0600071.csv,28,0,
凤凰股份_0600716.csv,26,26,
凤形股份_1002760.csv,19,0,
凤竹纺织_0600493.csv,26,26,
凯中精密_1002823.csv,39,37,
凯乐科技_0600260.csv,19,0,
凯众股份_0603037.csv,40,40,
凯伦股份_1300715.csv,2,2,
凯利泰_1300326.csv,21,21,
凯发电气_1300407.csv,33,33,
凯恩股份_1002012.csv,18,17,
凯撒文化_1002425.csv,45,0,
凯撒旅游_1000796.csv,17,17,
凯文教育_1002659.csv,19,18,
凯普生物_1300639.csv,18,18,
凯瑞德_1002072.csv,50,48,
凯盛科技_0600552.csv,49,49,
凯美特气_1002549.csv,2,2,
凯莱英_1002821.csv,5,0,
凯马B_0900953.csv,25,25,
凯龙股份_1002783.csv,8,8,
出版传媒_0601999.csv,18,0,
分众传媒_1002027.csv,53,53,
刚泰控股_0600687.csv,10,10,
创业环保_0600874.csv,0,0,
创业软件_1300451.csv,0,0,
创业黑马_1300688.csv,48,0,
创元科技_1000551.csv,4,0,
创力集团_0603012.csv,1,1,
创意信息_1300366.csv,19,0,
创新医疗_1002173.csv,19,0,
创源文化_1300703.csv,19,19,
创维数字_1000810.csv,36,28,
初灵信息_1300250.csv,17,15,
利亚德_1300296.csv,19,19,
利君股份_1002651.csv,39,39,
利尔化学_1002258.csv,54,54,
利德曼_1300289.csv,29,0,
利欧股份_1002131.csv,36,36,
利民股份_1002734.csv,18,18,
利源精制_1002501.csv,44,44,
利群股份_0601366.csv,37,37,
利达光电_1002189.csv,25,25,
利通电子_0603629.csv,53,53,
剑桥科技_0603083.csv,8,8,
力帆股份_0601777.csv,7,7,
力源信息_1300184.csv,0,0,
力生制药_1002393.csv,38,38,
力盛赛车_1002858.csv,21,0,
加加食品_1002650.csv,38,38,
动力源_0600405.csv,21,21,
劲嘉股份_1002191.csv,21,21,
劲拓股份_1300400.csv,29,29,
劲胜智能_1300083.csv,40,19,
勘设股份_0603458.csv,17,17,
勤上股份_1002638.csv,18,18,
包钢股份_0600010.csv,42,42,
北京利尔_1002392.csv,33,33,
北京君正_1300223.csv,37,0,
北京城乡_0600861.csv,18,8,
北京城建_0600266.csv,29,0,
北京文化_1000802.csv,69,69,
北京科锐_1002350.csv,44,44,
北京银行_0601169.csv,18,18,
北信源_1300352.csv,28,0,
北化股份_1002246.csv,23,23,
北大医药_1000788.csv,28,27,
北大荒_0600598.csv,28,21,
北巴传媒_0600386.csv,37,37,
北斗星通_1002151.csv,43,43,
北新建材_1000786.csv,40,0,
北新路桥_1002307.csv,27,26,
北方华创_1002371.csv,36,0,
北方国际_1000065.csv,18,18,
北方导航_0600435.csv,37,37,
北方稀土_0600111.csv,19,19,
北方股份_0600262.csv,24,18,
北汽蓝谷_0600733.csv,12,12,
北特科技_0603009.csv,18,18,
北玻股份_1002613.csv,43,43,
北矿科技_0600980.csv,19,0,
北纬科技_1002148.csv,2,0,
北讯集团_1002359.csv,2,0,
北辰实业_0601588.csv,1,0,
北部湾港_1000582.csv,12,12,
北陆药业_1300016.csv,38,38,
千方科技_1002373.csv,21,0,
千禾味业_0603027.csv,28,28,
千红制药_1002550.csv,19,8,
千金药业_0600479.csv,15,8,
华业资本_0600240.csv,44,43,
华东医药_1000963.csv,19,5,
华东数控_1002248.csv,41,0,
华东电脑_0600850.csv,19,19,
华东科技_1000727.csv,38,8,
华东重机_1002685.csv,42,42,
华中数控_1300161.csv,8,8,
华丽家族_0600503.csv,7,6,
华仁药业_1300110.csv,15,15,
华仪电气_0600290.csv,32,32,
华伍股份_1300095.csv,33,29,
华体科技_0603679.csv,10,5,
华侨城A_1000069.csv,18,18,
华信新材_1300717.csv,33,33,
华光股份_0600475.csv,19,19,
华兰生物_1002007.csv,31,31,
华凯创意_1300592.csv,36,36,
华创阳安_0600155.csv,17,8,
华力创通_1300045.csv,37,37,
华北制药_0600812.csv,29,29,
华升股份_0600156.csv,30,0,
华友钴业_0603799.csv,4,4,
华发股份_0600325.csv,28,28,
华域汽车_0600741.csv,17,16,
华培动力_0603121.csv,64,64,
华塑控股_1000509.csv,8,8,
华夏幸福_0600340.csv,19,19,
华夏银行_0600015.csv,19,19,
华大基因_1300676.csv,51,51,
华天科技_1002185.csv,48,0,
华天酒店_1000428.csv,33,33,
华媒控股_1000607.csv,16,0,
华孚时尚_1002042.csv,36,33,
华宇软件_1300271.csv,0,0,
华安证券_0600909.csv,19,0,
华宏科技_1002645.csv,10,10,
华宝股份_1300741.csv,37,37,
华峰氨纶_1002064.csv,12,12,
华峰超纤_1300180.csv,39,15,
华工科技_1000988.csv,39,0,
华帝股份_1002035.csv,21,21,
华平股份_1300074.csv,19,18,
华建集团_0600629.csv,41,0,
华录百纳_1300291.csv,28,28,
华微电子_0600360.csv,0,0,
华懋科技_0603306.csv,17,17,
华扬联众_0603825.csv,37,36,
华控赛格_1000068.csv,44,44,
华数传媒_1000156.csv,26,26,
华斯股份_1002494.csv,33,33,
华新B股_0900933.csv,0,0,
华新水泥_0600801.csv,16,0,
华昌化工_1002274.csv,4,3,
华昌达_1300278.csv,38,38,
华明装备_1002270.csv,33,33,
华星创业_1300025.csv,1,0,
华映科技_1000536.csv,9,9,
华林证券_1002945.csv,43,43,
华森制药_1002907.csv,43,40,
华正新材_0603186.csv,8,8,
华泰股份_0600308.csv,21,0,
华泰证券_0601688.csv,20,0,
华测导航_1300627.csv,18,0,
华测检测_1300012.csv,0,0,
华海药业_0600521.csv,33,32,
华润三九_1000999.csv,30,0,
华润双鹤_0600062.csv,19,19,
华源控股_1002787.csv,28,28,
华灿光电_1300323.csv,51,51,
华瑞股份_1300626.csv,43,43,
华电B股_0900937.csv,2,0,
华电国际_0600027.csv,119,117,
华电能源_0600726.csv,44,44,
华电重工_0601226.csv,25,25,
华立股份_0603038.csv,18,0,
华策影视_1300133.csv,44,44,
华纺股份_0600448.csv,22,22,
华统股份_1002840.csv,7,7,
华联控股_1000036.csv,18,18,
华联综超_0600361.csv,29,0,
华联股份_1000882.csv,18,18,
华胜天成_0600410.csv,2,0,
华能国际_0600011.csv,53,53,
华能水电_0600025.csv,19,0,
华脉科技_0603042.csv,8,0,
华自科技_1300490.csv,19,19,
华致酒行_1300755.csv,19,0,
华英农业_1002321.csv,4,4,
华茂股份_1000850.csv,24,0,
华荣股份_0603855.csv,19,19,
华菱星马_0600375.csv,37,19,
华菱精工_0603356.csv,52,49,
华菱钢铁_1000932.csv,43,43,
华虹计通_1300330.csv,29,29,
华西股份_1000936.csv,37,34,
华西能源_1002630.csv,12,0,
华西证券_1002926.csv,39,39,
华讯方舟_1000687.csv,40,40,
华谊B股_0900909.csv,19,19,
华谊兄弟_1300027.csv,19,18,
华谊嘉信_1300071.csv,43,43,
华谊集团_0600623.csv,29,29,
华贸物流_0603128.csv,10,4,
华资实业_0600191.csv,26,26,
华软科技_1002453.csv,20,0,
华达科技_0603358.csv,39,39,
华远地产_0600743.csv,19,0,
华通医药_1002758.csv,4,4,
华通热力_1002893.csv,43,0,
华邦健康_1002004.csv,28,28,
华金资本_1000532.csv,38,38,
华鑫股份_0600621.csv,27,27,
华钰矿业_0601020.csv,19,18,
华铁科技_0603300.csv,10,0,
华铁股份_1000976.csv,20,19,
华铭智能_1300462.csv,49,43,
华银电力_0600744.csv,19,18,
华锋股份_1002806.csv,40,40,
华锦股份_1000059.csv,18,18,
华闻传媒_1000793.csv,37,37,
华阳集团_1002906.csv,19,18,
华鲁恒升_0600426.csv,20,19,
华鹏飞_1300350.csv,33,0,
华鼎股份_0601113.csv,44,43,
协鑫集成_1002506.csv,13,0,
卓翼科技_1002369.csv,38,0,
卓郎智能_0600545.csv,0,0,
南京公用_1000421.csv,33,33,
南京化纤_0600889.csv,28,28,
南京医药_0600713.csv,20,20,
南京新百_0600682.csv,0,0,
南京港_1002040.csv,18,18,
南京熊猫_0600775.csv,7,2,
南京聚隆_1300644.csv,48,48,
南京证券_0601990.csv,21,21,
南京银行_0601009.csv,16,16,
南京高科_0600064.csv,32,32,
南兴装备_1002757.csv,1,0,
南华仪器_1300417.csv,0,0,
南华生物_1000504.csv,49,49,
南卫股份_0603880.csv,40,0,
南国置业_1002305.csv,21,21,
南大光电_1300346.csv,21,0,
南天信息_1000948.csv,45,0,
南威软件_0603636.csv,36,36,
南宁百货_0600712.csv,0,0,
南宁糖业_1000911.csv,13,13,
南山控股_1002314.csv,43,43,
南山铝业_0600219.csv,40,38,
南岭民爆_1002096.csv,36,36,
南方传媒_0601900.csv,46,46,
南方汇通_1000920.csv,7,4,
南方航空_0600029.csv,21,21,
南方轴承_1002553.csv,15,15,
南极电商_1002127.csv,4,4,
南洋股份_1002212.csv,43,43,
南玻A_1000012.csv,39,38,
南玻B_1200012.csv,43,43,
南纺股份_0600250.csv,33,32,
南都物业_0603506.csv,53,52,
南都电源_1300068.csv,51,51,
南风股份_1300004.csv,18,0,
博世科_1300422.csv,19,19,
博云新材_1002297.csv,33,33,
博信股份_0600083.csv,43,43,
博创科技_1300548.csv,43,0,
博士眼镜_1300622.csv,1,1,
博天环境_0603603.csv,59,59,
博威合金_0601137.csv,0,0,
博实股份_1002698.csv,25,8,
博彦科技_1002649.csv,18,0,
博思软件_1300525.csv,43,29,
博敏电子_0603936.csv,37,36,
博晖创新_1300318.csv,33,33,
博汇纸业_0600966.csv,3,2,
博济医药_1300404.csv,5,0,
博深工具_1002282.csv,29,29,
博瑞传播_0600880.csv,37,0,
博腾股份_1300363.csv,51,48,
博迈科_0603727.csv,18,0,
博通股份_0600455.csv,18,18,
博闻科技_0600883.csv,39,37,
博雅生物_1300294.csv,43,0,
卧龙地产_0600173.csv,33,33,
卧龙电气_0600580.csv,13,2,
卫信康_0603676.csv,40,0,
卫光生物_1002880.csv,28,28,
卫士通_1002268.csv,19,19,
卫宁健康_1300253.csv,2,0,
卫星石化_1002648.csv,9,0,
印纪传媒_1002143.csv,14,0,
厚普股份_1300471.csv,11,10,
原尚股份_0603813.csv,33,33,
厦工股份_0600815.csv,19,19,
厦门信达_1000701.csv,38,0,
厦门国贸_0600755.csv,29,29,
厦门港务_1000905.csv,27,27,
厦门空港_0600897.csv,0,0,
厦门象屿_0600057.csv,19,18,
厦门钨业_0600549.csv,43,43,
友讯达_1300514.csv,36,0,
友邦吊顶_1002718.csv,18,18,
友阿股份_1002277.csv,43,43,
双一科技_1300690.csv,33,0,
双塔食品_1002481.csv,16,16,
双成药业_1002693.csv,19,19,
双星新材_1002585.csv,51,51,
双杰电气_1300444.csv,7,7,
双林股份_1300100.csv,48,48,
双汇发展_1000895.csv,3,3,
双环传动_1002472.csv,44,44,
双箭股份_1002381.csv,26,26,
双良节能_0600481.csv,33,33,
双象股份_1002395.csv,16,16,
双鹭药业_1002038.csv,43,43,
口子窖_0603589.csv,3,0,
古井贡B_1200596.csv,7,0,
古井贡酒_1000596.csv,6,0,
古越龙山_0600059.csv,19,19,
古鳌科技_1300551.csv,7,0,
可立克_1002782.csv,38,38,
台华新材_0603055.csv,52,52,
台基股份_1300046.csv,10,0,
台海核电_1002366.csv,48,19,
史丹利_1002588.csv,18,18,
号百控股_0600640.csv,8,0,
司太立_0603520.csv,3,0,
司尔特_1002538.csv,17,17,
合众思壮_1002383.csv,48,48,
合兴包装_1002228.csv,43,29,
合力泰_1002217.csv,53,53,
合力科技_0603917.csv,33,33,
合康新能_1300048.csv,8,0,
合盛硅业_0603260.csv,44,44,
合纵科技_1300477.csv,53,51,
合肥城建_1002208.csv,23,23,
合肥百货_1000417.csv,17,0,
合诚股份_0603909.csv,85,82,
合金投资_1000633.csv,19,18,
合锻智能_0603011.csv,36,35,
吉华集团_0603980.csv,21,21,
吉大通信_1300597.csv,20,0,
吉宏股份_1002803.csv,18,18,
吉峰科技_1300022.csv,3,0,
吉林化纤_1000420.csv,29,29,
吉林敖东_1000623.csv,19,19,
吉林森工_0600189.csv,18,18,
吉林高速_0601518.csv,44,44,
吉比特_0603444.csv,8,8,
吉电股份_1000875.csv,11,11,
吉祥航空_0603885.csv,31,21,
吉翔股份_0603399.csv,3,2,
吉艾科技_1300309.csv,18,18,
吉药控股_1300108.csv,29,22,
吉视传媒_0601929.csv,19,19,
吉鑫科技_0601218.csv,16,11,
同为股份_1002835.csv,22,22,
同仁堂_0600085.csv,18,16,
同兴达_1002845.csv,50,50,
同和药业_1300636.csv,40,29,
同大股份_1300321.csv,21,21,
同德化工_1002360.csv,3,0,
同方股份_0600100.csv,43,38,
同有科技_1300302.csv,37,0,
同洲电子_1002052.csv,18,0,
同济堂_0600090.csv,33,33,
同济科技_0600846.csv,18,18,
同益股份_1300538.csv,9,9,
同花顺_1300033.csv,19,19,
同达创业_0600647.csv,25,0,
名家汇_1300506.csv,33,19,
名臣健康_1002919.csv,18,0,
名雕股份_1002830.csv,29,29,
向日葵_1300111.csv,42,42,
君正集团_0601216.csv,33,19,
君禾股份_0603617.csv,3,0,
启明信息_1002232.csv,28,0,
启明星辰_1002439.csv,4,4,
启迪古汉_1000590.csv,0,0,
启迪桑德_1000826.csv,26,25,
启迪设计_1300500.csv,25,25,
吴江银行_0603323.csv,44,44,
吴通控股_1300292.csv,2,0,
周大生_1002867.csv,19,19,
和仁科技_1300550.csv,19,0,
和佳股份_1300273.csv,18,18,
和晶科技_1300279.csv,38,2,
和科达_1002816.csv,29,9,
和而泰_1002402.csv,10,10,
和胜股份_1002824.csv,25,25,
和邦生物_0603077.csv,19,19,
和顺电气_1300141.csv,52,52,
哈三联_1002900.csv,29,0,
哈尔斯_1002615.csv,19,19,
哈工智能_1000584.csv,42,0,
哈投股份_0600864.csv,1,0,
哈森股份_0603958.csv,33,0,
哈药股份_0600664.csv,22,22,
哈高科_0600095.csv,19,19,
唐人神_1002567.csv,5,4,
唐山港_0601000.csv,28,0,
唐德影视_1300426.csv,18,0,
商业城_0600306.csv,29,29,
商赢环球_0600146.csv,19,0,
喜临门_0603008.csv,18,18,
嘉事堂_1002462.csv,36,29,
嘉凯城_1000918.csv,43,28,
嘉化能源_0600273.csv,20,18,
嘉友国际_0603871.csv,29,28,
嘉寓股份_1300117.csv,29,28,
嘉应制药_1002198.csv,16,16,
嘉欣丝绸_1002404.csv,48,48,
嘉泽新能_0601619.csv,54,54,
嘉澳环保_0603822.csv,58,58,
嘉诚国际_0603535.csv,18,18,
嘉麟杰_1002486.csv,43,43,
四创电子_0600990.csv,19,19,
四川九洲_1000801.csv,0,0,
四川双马_1000935.csv,44,0,
四川成渝_0601107.csv,29,0,
四川美丰_1000731.csv,35,0,
四川路桥_0600039.csv,32,32,
四川金顶_0600678.csv,19,19,
四川长虹_0600839.csv,37,37,
四方科技_0603339.csv,43,43,
四方精创_1300468.csv,21,21,
四方股份_0601126.csv,18,18,
四方达_1300179.csv,8,7,
四环生物_1000518.csv,50,50,
四维图新_1002405.csv,17,17,
四通新材_1300428.csv,33,33,
四通股份_0603838.csv,19,18,
回天新材_1300041.csv,16,0,
园城黄金_0600766.csv,45,45,
围海股份_1002586.csv,43,42,
国中水务_0600187.csv,38,38,
国信证券_1002736.csv,19,19,
国元证券_1000728.csv,19,0,
国光电器_1002045.csv,8,8,
国光股份_1002749.csv,39,39,
国农科技_1000004.csv,2,0,
国创高新_1002377.csv,0,0,
国发股份_0600538.csv,1,0,
国城矿业_1000688.csv,2,2,
国恩股份_1002768.csv,18,18,
国投中鲁_0600962.csv,17,17,
国投电力_0600886.csv,64,64,
国投资本_0600061.csv,19,19,
国新B股_0900913.csv,7,0,
国新健康_1000503.csv,14,14,
国新能源_0600617.csv,7,7,
国旅联合_0600358.csv,26,21,
国星光电_1002449.csv,18,18,
国机汽车_0600335.csv,18,18,
国机通用_0600444.csv,18,18,
国检集团_0603060.csv,28,28,
国民技术_1300077.csv,48,39,
国泰君安_0601211.csv,19,19,
国泰集团_0603977.csv,12,12,
国海证券_1000750.csv,19,19,
国瓷材料_1300285.csv,5,0,
国电南瑞_0600406.csv,33,33,
国电南自_0600268.csv,30,30,
国电电力_0600795.csv,19,19,
国盛金控_1002670.csv,22,0,
国睿科技_0600562.csv,37,0,
国祯环保_1300388.csv,8,7,
国科微_1300672.csv,28,5,
国立科技_1300716.csv,48,48,
国统股份_1002205.csv,7,0,
国美通讯_0600898.csv,19,19,
国联水产_1300094.csv,49,48,
国脉科技_1002093.csv,19,10,
国芳集团_0601086.csv,43,43,
国药一致_1000028.csv,37,37,
国药股份_0600511.csv,33,33,
国轩高科_1002074.csv,49,0,
国金证券_0600109.csv,19,0,
国际医学_1000516.csv,19,19,
国际实业_1000159.csv,17,0,
国风塑业_1000859.csv,45,45,
圆通速递_0600233.csv,21,19,
圣农发展_1002299.csv,12,11,
圣济堂_0600227.csv,33,33,
圣达生物_0603079.csv,3,0,
圣邦股份_1300661.csv,3,0,
圣阳股份_1002580.csv,19,0,
圣龙股份_0603178.csv,37,37,
地素时尚_0603587.csv,30,30,
均胜电子_0600699.csv,2,2,
坚朗五金_1002791.csv,3,3,
坚瑞沃能_1300116.csv,42,5,
坤彩科技_0603826.csv,61,0,
埃斯顿_1002747.csv,43,0,
城发环境_1000885.csv,8,0,
城地股份_0603887.csv,36,0,
城市传媒_0600229.csv,37,37,
城投控股_0600649.csv,3,0,
基蛋生物_0603387.csv,10,10,
塔牌集团_1002233.csv,48,48,
塞力斯_0603716.csv,26,26,
士兰微_0600460.csv,23,10,
复旦复华_0600624.csv,28,28,
复星医药_0600196.csv,33,21,
外高B股_0900912.csv,18,18,
外高桥_0600648.csv,17,17,
多伦科技_0603528.csv,29,0,
多喜爱_1002761.csv,1,0,
多氟多_1002407.csv,42,42,
大东方_0600327.csv,19,19,
大东海A_1000613.csv,43,43,
大东海B_1200613.csv,0,0,
大丰实业_0603081.csv,45,0,
大亚圣象_1000910.csv,42,42,
大众B股_0900903.csv,29,29,
大众交通_0600611.csv,37,33,
大众公用_0600635.csv,37,37,
大元泵业_0603757.csv,44,43,
大冶特钢_1000708.csv,16,16,
大冷B_1200530.csv,18,0,
大冷股份_1000530.csv,19,19,
大北农_1002385.csv,4,4,
大千生态_0603955.csv,33,33,
大华股份_1002236.csv,0,0,
大博医疗_1002901.csv,18,0,
大参林_0603233.csv,32,32,
大同煤业_0601001.csv,8,8,
大名城B_0900940.csv,39,0,
大名城_0600094.csv,15,15,
大唐发电_0601991.csv,43,42,
大商股份_0600694.csv,40,40,
大富科技_1300134.csv,8,0,
大庆华科_1000985.csv,21,19,
大康农业_1002505.csv,4,4,
大恒科技_0600288.csv,20,20,
大族激光_1002008.csv,44,44,
大晟文化_0600892.csv,47,38,
大智慧_0601519.csv,19,19,
大有能源_0600403.csv,29,19,
大洋电机_1002249.csv,7,7,
大港股份_1002077.csv,0,0,
大湖股份_0600257.csv,19,19,
大烨智能_1300670.csv,50,50,
大理药业_0603963.csv,8,8,
大禹节水_1300021.csv,2,2,
大秦铁路_0601006.csv,19,19,
大立科技_1002214.csv,0,0,
大西洋_0600558.csv,33,33,
大豪科技_0603025.csv,43,43,
大连友谊_1000679.csv,38,0,
大连圣亚_0600593.csv,1,0,
大连港_0601880.csv,29,0,
大连热电_0600719.csv,17,0,
大连电瓷_1002606.csv,33,0,
大连重工_1002204.csv,26,26,
大通燃气_1000593.csv,28,0,
大金重工_1002487.csv,42,42,
大龙地产_0600159.csv,19,0,
天业通联_1002459.csv,10,0,
天保基建_1000965.csv,33,33,
天健集团_1000090.csv,18,0,
天创时尚_0603608.csv,127,0,
天华超净_1300390.csv,28,0,
天华院_0600579.csv,31,29,
天原集团_1002386.csv,18,18,
天和防务_1300397.csv,28,19,
天喻信息_1300205.csv,4,4,
天地数码_1300743.csv,13,13,
天地源_0600665.csv,33,0,
天地科技_0600582.csv,38,38,
天坛生物_0600161.csv,19,19,
天域生态_0603717.csv,33,33,
天壕环境_1300332.csv,33,33,
天士力_0600535.csv,19,0,
天夏智慧_1000662.csv,38,37,
天奇股份_1002009.csv,42,40,
天奥电子_1002935.csv,18,0,
天威视讯_1002238.csv,8,5,
天孚通信_1300394.csv,48,0,
天宇股份_1300702.csv,14,14,
天安新材_0603725.csv,44,44,
天宝食品_1002220.csv,42,41,
天宸股份_0600620.csv,8,8,
天富能源_0600509.csv,28,26,
天山生物_1300313.csv,43,43,
天山股份_1000877.csv,27,27,
天广中茂_1002509.csv,47,44,
天康生物_1002100.csv,4,4,
天成控股_0600112.csv,18,13,
天成自控_0603085.csv,15,0,
天房发展_0600322.csv,38,0,
天晟新材_1300169.csv,43,19,
天桥起重_1002523.csv,17,15,
天永智能_0603895.csv,43,43,
天汽模_1002510.csv,33,19,
天沃科技_1002564.csv,2,0,
天泽信息_1300209.csv,47,0,
天津普林_1002134.csv,25,21,
天津松江_0600225.csv,17,17,
天津港_0600717.csv,29,28,
天津磁卡_0600800.csv,1,1,
天海防务_1300008.csv,19,19,
天润乳业_0600419.csv,52,51,
天润数娱_1002113.csv,0,0,
天润曲轴_1002283.csv,18,18,
天源迪科_1300047.csv,29,0,
天玑科技_1300245.csv,38,0,
天瑞仪器_1300165.csv,16,14,
天目药业_0600671.csv,25,24,
天神娱乐_1002354.csv,47,44,
天科股份_0600378.csv,1,0,
天翔环境_1300362.csv,0,0,
天能重工_1300569.csv,43,2,
天舟文化_1300148.csv,37,0,
天茂集团_1000627.csv,8,8,
天药股份_0600488.csv,21,21,
天虹股份_1002419.csv,21,0,
天赐材料_1002709.csv,53,43,
天通股份_0600330.csv,28,28,
天邑股份_1300504.csv,48,0,
天邦股份_1002124.csv,9,4,
天铁股份_1300587.csv,19,0,
天银机电_1300342.csv,0,0,
天际股份_1002759.csv,16,0,
天雁B股_0900946.csv,1,0,
天音控股_1000829.csv,21,0,
天顺股份_1002800.csv,19,18,
天顺风能_1002531.csv,43,0,
天风证券_0601162.csv,43,43,
天首发展_1000611.csv,52,52,
天马科技_0603668.csv,25,25,
天鹅股份_0603029.csv,33,33,
天齐锂业_1002466.csv,46,46,
天龙光电_1300029.csv,37,33,
天龙股份_0603266.csv,10,0,
天龙集团_1300063.csv,16,16,
太化股份_0600281.csv,8,8,
太原重工_0600169.csv,42,39,
太安堂_1002433.csv,37,37,
太平洋_0601099.csv,19,3,
太平鸟_0603877.csv,21,21,
太极实业_0600667.csv,2,0,
太极股份_1002368.csv,22,0,
太极集团_0600129.csv,19,18,
太空智造_1300344.csv,0,0,
太辰光_1300570.csv,0,0,
太钢不锈_1000825.csv,53,53,
太阳电缆_1002300.csv,23,0,
太阳纸业_1002078.csv,19,19,
太阳能_1000591.csv,43,43,
太龙照明_1300650.csv,43,43,
太龙药业_0600222.csv,24,24,
奇信股份_1002781.csv,56,55,
奇正藏药_1002287.csv,37,33,
奇精机械_0603677.csv,6,0,
奋达科技_1002681.csv,37,29,
奥佳华_1002614.csv,33,0,
奥克股份_1300082.csv,18,18,
奥士康_1002913.csv,41,0,
奥康国际_0603001.csv,42,40,
奥拓电子_1002587.csv,42,42,
奥普光电_1002338.csv,37,0,
奥特佳_1002239.csv,43,43,
奥特迅_1002227.csv,21,21,
奥瑞金_1002701.csv,43,39,
奥维通信_1002231.csv,8,0,
奥翔药业_0603229.csv,28,28,
奥联电子_1300585.csv,40,40,
奥飞娱乐_1002292.csv,36,36,
奥飞数据_1300738.csv,20,0,
奥马电器_1002668.csv,20,0,
好利来_1002729.csv,3,0,
好太太_0603848.csv,7,1,
好当家_0600467.csv,19,19,
好想你_1002582.csv,22,0,
好莱客_0603898.csv,29,29,
如意集团_1002193.csv,38,33,
如通股份_0603036.csv,33,29,
姚记扑克_1002605.csv,22,22,
威创股份_1002308.csv,38,38,
威华股份_1002240.csv,38,38,
威唐工业_1300707.csv,51,0,
威孚高科_1000581.csv,39,39,
威尔泰_1002058.csv,33,33,
威尔药业_0603351.csv,54,54,
威帝股份_0603023.csv,37,37,
威星智能_1002849.csv,18,0,
威派格_0603956.csv,32,22,
威海广泰_1002111.csv,33,33,
威龙股份_0603779.csv,33,33,
孚日股份_1002083.csv,25,0,
宁夏建材_0600449.csv,30,0,
宁德时代_1300750.csv,2,0,
宁沪高速_0600377.csv,18,18,
宁波东力_1002164.csv,49,49,
宁波中百_0600857.csv,28,27,
宁波华翔_1002048.csv,18,18,
宁波富达_0600724.csv,28,26,
宁波富邦_0600768.csv,48,44,
宁波建工_0601789.csv,36,0,
宁波水表_0603700.csv,52,52,
宁波海运_0600798.csv,26,26,
宁波港_0601018.csv,0,0,
宁波热电_0600982.csv,20,20,
宁波精达_0603088.csv,8,0,
宁波联合_0600051.csv,28,19,
宁波银行_1002142.csv,18,17,
宁波韵升_0600366.csv,0,0,
宁波高发_0603788.csv,19,19,
宁通信B_1200468.csv,8,8,
宇信科技_1300674.csv,51,0,
宇晶股份_1002943.csv,74,74,
